ID,TARGET
2294,i m very surprised 
2295,i m very surprised to see that 
2296,i m very excited and happy 
2297,i m very tired today 
2298,i m very tired today 
2299,i m very proud of that 
2300,i m very proud of our team 
2301,i m very proud of you 
2302,i m very proud of you 
2303,i m very proud of you all 
2304,i m very proud of you all 
2305,i m very proud of my parents 
2306,i m very proud of you 
2307,i m very proud of you 
2308,i m very proud of you all 
2309,i m very proud of you all 
2310,i m very happy to be in boston 
2311,i m very happy to see you again 
2312,i m very glad to know you 
2313,i m very happy to see you again 
2314,i m very happy now 
2315,i m very happy for you 
2316,i m very happy for you 
2317,i m very happy for you two 
2318,i m very glad to have his own company 
2319,i m very glad to hear the news 
2320,i m very glad to be in boston 
2321,i m very glad i m back 
2322,i m very glad to see you again 
2323,i m very glad to know you 
2324,i m very glad to see you again 
2325,i m very happy for you 
2326,i m very happy for you 
2327,i m very happy for you two 
2328,i m very humble 
2329,i m very impressed with your work 
2330,i m very worried 
2331,i m very worried about your health 
2332,i m very bad at particular 
2333,i m very unhappy about that 
2334,i m very motivated 
2335,i m very nervous 
2336,i m very busy these days 
2337,i m very busy 
2338,i m very open of mind 
2339,i m very lazy 
2340,i m very patient 
2341,i m very concerned about your health 
2342,i m very fast 
2343,i m very surprised to see that 
2344,i m very old 
2345,i m sad to leave 
2346,i m too exhausted to do that now 
2347,i m too exhausted to do that now 
2348,i m too tired to help 
2349,i m too tired to do that 
2350,i m too tired to do it now 
2351,i m too tired to swim 
2352,i m too tired to work 
2353,i m too tired to help 
2354,i m too tired to study 
2355,i m too tired to do that 
2356,i m too tired to handle it now 
2357,i m too tired to swim 
2358,i m too tired to work 
2359,i m too young to do that 
2360,i m too young to die 
2361,i m too sick to do that 
2362,i m too sick to work 
2363,i m too busy to help tom 
2364,i m too busy to help tom 
2365,i m a friend 
2366,i m a friend of yours 
2367,i m a friend of yours 
2368,i m a good teacher 
2369,i m a good teacher 
2370,i m a crunch driver 
2371,i m a friend of yours 
2372,i m a friend of yours 
2373,i m a drug addict 
2374,i m a child 
2375,i m a first student of year 
2376,i m a son of the country 
2377,i m a genius 
2378,i m a big boy now 
2379,i m a big smoker 
2380,i m a lucky man 
2381,i m a smart man 
2382,i m a patient man 
2383,i m a rich man 
2384,i m a very happy man 
2385,i m a late line 
2386,i m a bad lost 
2387,i m a smart guy 
2388,i m a snake fake 
2389,i m a little short of money 
2390,i m a little in the middle of something 
2391,i m a little confused 
2392,i m a little confront 
2393,i m a little curious 
2394,i m a little curious 
2395,i m a little early 
2396,i m a little angry 
2397,i m a little late 
2398,i m a little tired today 
2399,i m a little tired today 
2400,i m a little crazy 
2401,i m a little chubk 
2402,i m a little bit worried 
2403,i m a little jealous 
2404,i m a little bad at easy 
2405,i m a little busy here 
2406,i m a little busy tom 
2407,i m a little busy 
2408,i m a little lost 
2409,i m a little taller than my father 
2410,i m a little taller than you 
2411,i m a little in the hurry 
2412,i m a little surprised 
2413,i m a little shy 
2414,i m a friendly photographer 
2415,i m a teacher at the unemployment 
2416,i m a broken brokeer 
2417,i m a tourist 
2418,i m a drug addicto 
2419,i m a very bad dancer 
2420,i m a humble guy 
2421,i m a friend 
2422,i m a friend of yours 
2423,i m a friend of yours 
2424,i m a woman not a little girl 
2425,i m a girl 
2426,i m a big football fan 
2427,i m a terrible journalist 
2428,i m a single mother 
2429,i m a lazy person 
2430,i m a broken person 
2431,i m a serious person 
2432,i m a very intelligent person 
2433,i m a very sick person 
2434,i m a very busy person 
2435,i m a very careful person 
2436,i m a very shy person 
2437,i m old but not so old 
2438,i m alive 
2439,i m alive 
2440,i m your new neighbor 
2441,i m really in love with you 
2442,i m really in love with you 
2443,i m really lucky 
2444,i m really glad you came 
2445,i m really glad i came 
2446,i m really upset 
2447,i m really sorry i lied 
2448,i m really sorry i m late 
2449,i m really sorry for last night 
2450,i m really sorry for tom 
2451,i m really sorry i lied 
2452,i m really angry about it 
2453,i m really tired tonight 
2454,i m really tired tonight 
2455,i m really proud of these guys 
2456,i m really proud of my students 
2457,i m really proud of that 
2458,i m really happy for you 
2459,i m really happy for you 
2460,i m really glad we won 
2461,i m really happy for you 
2462,i m really happy for you 
2463,i m really glad we won 
2464,i m really impressed 
2465,i m really worried about your future 
2466,i m really sick 
2467,i m really sad 
2468,i m really an idiot 
2469,i suppose that s yours 
2470,i suppose that s yours 
2471,i have you 
2472,i love tom 
2473,i m calling you 
2474,i don t know you 
2475,i m asking you to give tom a chance 
2476,i m asking you to stay 
2477,i m asking you for your opinion 
2478,i m telling you to leave 
2479,i tell you the truth 
2480,i only tell you the truth 
2481,i give you a chance 
2482,i m making you a favor 
2483,i ll leave the choice to you 
2484,i talk to you as a friend 
2485,i support you 
2486,i ve never been for you 
2487,i tease you 
2488,i m hanging out with my friends 
2489,i work with you 
2490,i m still working 
2491,i work on my new book 
2492,i work on another plan right now 
2493,i work on a big project 
2494,i work on a new book 
2495,i work on a new song 
2496,i always work on that 
2497,i work too much 
2498,i m getting earthquakes 
2499,i just killed the time 
2500,i m going to boston 
2501,i m going to boston for the holidays 
2502,i go to hawaii next week? 
2503,i m going to the airport 
2504,i go to school 
2505,i m going to church 
2506,i m going to university 
2507,i go to the library to study 
2508,i go to the party last night 
2509,i go to a concert tonight 
2510,i ll buy something from tom 
2511,i ll go buy material today 
2512,i m going to go to the movies 
2513,i m going to go to america next year 
2514,i m going to go to australia next year 
2515,i ll go and tell everyone 
2516,i ll go and tell everybody 
2517,i m going to go sit down 
2518,i m going to go sit in my car 
2519,i m going to go to change 
2520,i m going to go to bed 
2521,i m going to go to bed early tonight 
2522,i m going to go wash my hair 
2523,i m going to call some help 
2524,i m going to call my father 
2525,i ll like this 
2526,i ll learn french 
2527,i m going to stop doing that 
2528,i ll be late 
2529,i ll wait 
2530,i ll wait outside 
2531,i m going to the garden 
2532,i m going to bed at night 
2533,i go to the park this time after noon 
2534,i m going to the park now 
2535,i m going with her 
2536,i m going with tom 
2537,i m going to need some help 
2538,i m going to need a lawyer 
2539,i m going to need some money 
2540,i m going to need you 
2541,i m going to need you 
2542,i m going to have some problems 
2543,i m going to be thirty this october 
2544,i m very better now 
2545,i m all right? 
2546,i m going to change clothes 
2547,i ll change all that 
2548,i ll get some coffee 
2549,i ll get some milk 
2550,i go to the dentist s house 
2551,i m going home 
2552,i go home this week 
2553,i ll start with this one 
2554,i ll start with this one 
2555,i ll start with beer 
2556,i ll continue trying 
2557,i ll continue on the other way 
2558,i ll fix this 
2559,i m going to the other way 
2560,i m getting better every day 
2561,i m going to eat lunch 
2562,i m going to ask mary to marry me 
2563,i m going to ask for a second opinion 
2564,i m going to ask for a second opinion 
2565,i ll have to change my plans 
2566,i m going to have to remember you 
2567,i m going to have to remember you 
2568,i m going to eat out tonight 
2569,i m going to sleep here 
2570,i m going to australia for christmas 
2571,i m going to try 
2572,i m going to be in boston next weekend 
2573,i m going to be at home for christmas 
2574,i m going to be absent for a long time 
2575,i ll be late for my appointment 
2576,i m going to be late for work 
2577,i m going to be late 
2578,i m going to be tired 
2579,i m going to be manable with you 
2580,i m going to be a father 
2581,i m going to be very honest with you 
2582,i m going to be very honest with you 
2583,i ll study english after noon 
2584,i ll study french after noon 
2585,i ll do this soon 
2586,i m going to do this next autumn 
2587,i ll do this next weekend 
2588,i m going to do this on monday 
2589,i m going to do this next monday 
2590,i m going to do this for you 
2591,i m going to do this for you 
2592,i ll do this all after noon 
2593,i go shopping after lunch 
2594,i m going to have some bread 
2595,i m going to have tennis next monday 
2596,i m going to do the dishes 
2597,i m going to win 
2598,i ll keep my job 
2599,i m going to park the car 
2600,i m going to climb that mountain 
2601,i m going to have a throw 
2602,i m going to play soccer after school 
2603,i m going to play soccer tomorrow 
2604,i m going to play tennis tomorrow 
2605,i m going to buy it 
2606,i ll see her tomorrow 
2607,i ll do it soon 
2608,i ll do it tomorrow 
2609,i m going to do it even 
2610,i ll prove it 
2611,i ll do it again 
2612,i ll fix it even 
2613,i m going to see it today 
2614,i ll see it tomorrow 
2615,i m going to read some books 
2616,i m going to take care of this customer 
2617,i ll eat at the restaurant tonight 
2618,i m going to bed now 
2619,i m going to bed early tonight 
2620,i m going to get fired 
2621,i m going to wash my face 
2622,i ll get the trick 
2623,i ll get up early tonight 
2624,i ll get this into the car 
2625,i ll put some music 
2626,i m going to die 
2627,i ll open the wine 
2628,i m perfectly fine 
2629,i m going to leave 
2630,i ll be leaving soon 
2631,i m going to leave early today 
2632,i m not eating so much 
2633,i ll go home 
2634,i m going to lose my job 
2635,i ll take this one 
2636,i ll take a vacation 
2637,i ll take an umbrella with me 
2638,i m probably going to be a little late 
2639,i ll leave the country 
2640,i ll leave the work early today 
2641,i m going to look closely 
2642,i m going to watch a document 
2643,i m going to join the army 
2644,i m going to meet a certain student 
2645,i m going to meet a certain student 
2646,i m going to visit tom at the hospital 
2647,i m going to go home for christmas 
2648,i m going to go home 
2649,i m going to stay 
2650,i ll stay at home tonight 
2651,i ll stay home all day 
2652,i ll stay in bed all day 
2653,i m going to stay at my aunt s house 
2654,i m going to stay here 
2655,i ll stay here and look at the tv 
2656,i m going to stay here a few minutes 
2657,i ll come back tomorrow 
2658,i ll wait for you 
2659,i ll ask you to leave now 
2660,i ll ask you something 
2661,i ll tell you what i think 
2662,i ll give you a drink 
2663,i ll give you a last chance 
2664,i ll do a favor of you 
2665,i ll show you something 
2666,i ll ask you one question alone 
2667,i ll leave you 
2668,i ll get you out of here 
2669,i m going to do everything 
2670,i m going to work hard 
2671,i m going to work on the point 
2672,i m going to work now 
2673,i m very well 
2674,i m too fast 
2675,i ll find something 
2676,i m going to sell my car 
2677,i m going to live alone 
2678,i m going to live alone 
2679,i m going to see what i can do 
2680,i ll ask you to leave now 
2681,i ll ask you something 
2682,i ll tell you what i think 
2683,i ll do a favor of you 
2684,i ll miss you 
2685,i ll ask you some questions 
2686,i ll get you out of here 
2687,i m going to think about it 
2688,i m going to work 
2689,i m waiting for my car 
2690,i sell my car to waste 
2691,i m coming with you 
2692,i m coming tonight 
2693,i just got a big family 
2694,i m from boston 
2695,i just helped you 
2696,i m coming to you 
2697,i just helped you 
2698,i live in boston now 
2699,i live with my parents 
2700,i live in australia 
2701,i live alone 
2702,i always live at the same place 
2703,i always live in australia 
2704,i m asking you to stay 
2705,i m asking you for your opinion 
2706,i tell you the truth 
2707,i just told you the truth 
2708,i m doing a favor of you 
2709,i don t know you 
2710,i m asking you one last chance 
2711,i talk to you as a friend 
2712,i appreciate you very much 
2713,i appreciate your help 
2714,i really appreciate you 
2715,australia is really going to miss me 
2716,the enemy is not mine 
2717,the literature in american literature 
2718,the law is mine 
2719,the bad person is mine 
2720,music is interested in italy 
2721,politics isn t interested in me 
2722,the work is not scared to me 
2723,my life is boring 
2724,now i m not sad 
2725,now i m quite bad for it 
2726,i m still free now 
2727,i go to the park now 
2728,i m ready for this 
2729,i m afraid too 
2730,i m not like you 
2731,i m not like you 
2732,my weight cares about me 
2733,our food is exhausted 
2734,our time is getting exhausted 
2735,we re going to the country 
2736,we re going to go to boston 
2737,we re going to need water 
2738,we re going to have a lot better 
2739,we re going to fix this 
2740,we re going to eat lunch 
2741,we ll have to change our plans 
2742,we re going to have to have our house 
2743,we re going to need it 
2744,we re going to the city 
2745,we re going to the house together 
2746,we re going to be late 
2747,we re going to be late for school 
2748,we re going to do this tomorrow 
2749,we re going to do things on our way 
2750,we re going to die 
2751,we re going to get married this summer 
2752,we re going to get married in three months 
2753,we re going to get married in october 
2754,we re going to take care of you 
2755,we re going to take our time 
2756,we re going to see tom again 
2757,we re going to try our chance 
2758,we re all going to die 
2759,we re very soon to leave here 
2760,we re going to the point where it is 
2761,we re going to help you 
2762,we re going to protect you 
2763,we learn to write 
2764,we re going to know us 
2765,we learn french 
2766,we ve just arrived on time for the last train 
2767,we re waiting 
2768,we expect to visit tonight 
2769,we re still waiting for tom 
2770,we expect the store open 
2771,we re expecting tom 
2772,we have a lot of chance 
2773,we re the habit of waiting 
2774,we re afraid of tom 
2775,we re almost finished 
2776,we re all a little scared 
2777,we have a tight budget 
2778,we have a little late 
2779,we re looking for a friend 
2780,we re looking for a volunteer 
2781,we re looking for a volunteer 
2782,we re getting out of ideas 
2783,we count on your help 
2784,we re getting old 
2785,we re all aware of it now 
2786,we re very happy about that 
2787,we re very happy about that 
2788,we re investigated for an murder 
2789,we always catch the cause 
2790,we re trying to help 
2791,we try to change that 
2792,we re trying to understand 
2793,we try to solve this problem 
2794,we try to stay on day 
2795,we re trying to work 
2796,we re just trying to help you 
2797,we re just trying to help you 
2798,we re all trying to go somewhere 
2799,we were studying 
2800,we re doing this together 
2801,we re doing the right thing 
2802,we make the wrong choice 
2803,we re part of the team 
2804,we re all we can for tom 
2805,we re all our right to tom 
2806,we make a mistake 
2807,we make a serious mistake 
2808,we make a serious mistake know 
2809,we make a big mistake 
2810,we re playing a game 
2811,we re looking for it 
2812,we re missing water 
2813,we re missing spacious 
2814,we re not going to stop now 
2815,we re not going with you 
2816,we re not going to do that 
2817,we re not going to sell it 
2818,we re not going far 
2819,we re not going to answer any more questions 
2820,we re not going to hurt you 
2821,we re not going to lie to you 
2822,we re not going to do this anymore 
2823,we re never wrong 
2824,we have no more carpel 
2825,we re not control anymore 
2826,we re not doing this anymore 
2827,we re just looking 
2828,we re not doing this way 
2829,we re not eating 
2830,we re not as busy as tom 
2831,we re not as rich as tom 
2832,we re not allowed to do that 
2833,we re not allowed to do that 
2834,we re not canadians 
2835,we re not supposed to do that 
2836,we re not like that 
2837,we re not like them 
2838,we re not like them 
2839,we re not against it 
2840,we re not enemies 
2841,we re not americans 
2842,we re not hard 
2843,we re not a couple of a couple 
2844,we re not in danger 
2845,we re not sure yet 
2846,we re not ready yet 
2847,we re not ready yet 
2848,we re not sure yet 
2849,we re not here to fun 
2850,we re not the only one to do it 
2851,we re not the only canadian girl here 
2852,we re not the only one to do it 
2853,we re not the only canadian girl here 
2854,we didn t pay for that 
2855,we re not police here 
2856,we re not in a hurry 
2857,we re not ready to do that 
2858,we re not ready to do that 
2859,we re not ready to throw the towel 
2860,we re not so confident 
2861,we re not that far from my house 
2862,we re not that poor 
2863,we re not that stupid 
2864,we re not supposed to do that 
2865,we re not all as tired as you 
2866,we re not all that stupid 
2867,we re not all as tired as you 
2868,we re not at school anymore 
2869,we re never home 
2870,we re just out of the way 
2871,we re still fighting 
2872,we re going now 
2873,we were getting married in october 
2874,we re going to the mountain 
2875,we re talking about you 
2876,we re talking about you 
2877,we re leaving 
2878,we leave this after noon 
2879,we re leaving in five minutes 
2880,we re leaving tomorrow 
2881,we re leaving at noon 
2882,we re having a good time 
2883,we have a good time 
2884,we re wasting our time here 
2885,we take the airplane by boston on monday 
2886,we eat breakfast to the engine 
2887,we have a big risk 
2888,we re leaving boston 
2889,we will leave australia next month 
2890,we will leave japan tomorrow morning 
2891,we re looking for the truth 
2892,we re looking for someone 
2893,we re looking for a cook 
2894,we are watching television 
2895,we re on the wrong train 
2896,we re out of wike 
2897,we re easy in our new house 
2898,we re at the bank 
2899,we re about a little agreement 
2900,we re quite disappointed 
2901,we re quite disappointed 
2902,we re pretty proud of that 
2903,we re in an emergency crisis 
2904,we re with you 
2905,we re trusted 
2906,we are sure we can do it 
2907,we re lucky to be alive 
2908,we re lucky to be alive 
2909,we will confess to a difficult situation 
2910,we re aware of that 
2911,we re aware of the risks 
2912,we re aware of the problem 
2913,we re glad to see you 
2914,we re glad to see you 
2915,we re glad to see you 
2916,we re glad to see you 
2917,we re against work on sunday 
2918,we re in the same class 
2919,we re in a place now 
2920,we re the same family 
2921,we re back to the full start 
2922,we re very good friends 
2923,we re already old 
2924,we re boys 
2925,we are people like the others 
2926,we re serious people 
2927,we re sorry of his mistake 
2928,we re on the way 
2929,we are in favor of your plan 
2930,we re in big danger 
2931,we re full-lilled 
2932,we re late for school 
2933,we re late on schedule 
2934,we re at the meeting 
2935,we re safe now 
2936,we re safe right now 
2937,we re having dinner 
2938,we re still in boston 
2939,we re still at home 
2940,we re still under the shock 
2941,we re finally free 
2942,we re enemy 
2943,we re enemy 
2944,we re in good hands 
2945,we re exhausted 
2946,we re exhausted 
2947,we re extroverted 
2948,we re extremely worried 
2949,we re fascinated 
2950,we re proud of our children 
2951,we re proud of you 
2952,we re crazy for another one 
2953,we re mad from another 
2954,we are accustomed to eating food food 
2955,we re glad we re here 
2956,we re happy with our car 
2957,we re glad to have you with us 
2958,we re here with our children 
2959,we re here on vacation 
2960,we re here to help 
2961,we re here to help you 
2962,we re impatient 
2963,we re looking forward 
2964,we re involved 
2965,we re involved 
2966,we re innocent 
2967,we re worried about his safety 
2968,we re interested 
2969,we re just very busy 
2970,we re just right 
2971,we re here to help her 
2972,we re the good one 
2973,we re here to help you 
2974,we re here for you 
2975,we re the only one here to speak french 
2976,we re doctors 
2977,we re the best of them 
2978,we re the best of them 
2979,we re better than they are 
2980,we re better than they are 
2981,we died if they are 
2982,we re nervous 
2983,we re new in the city 
2984,we have a new city in town 
2985,we re busy 
2986,we re open to suggestions 
2987,we re open tomorrow night 
2988,we have a safe time on time 
2989,we re parents 
2990,we re lazy 
2991,we re lazy 
2992,we re perfectly safe here 
2993,we re all the one for another 
2994,we paid for the job 
2995,we re stronger 
2996,we re popular 
2997,we re almost a family 
2998,we re in a hurry 
2999,we re ready for everything 
3000,we re ready for the game 
3001,we re ready to start 
3002,we re ready to beat 
3003,we re ready to take that risk 
3004,we re ready for everything 
3005,we re ready for the game 
3006,we re close to a solution 
3007,we re clean 
3008,we re responsible 
3009,we re satisfied with our progress 
3010,we re just lucky 
3011,we re so proud of you 
3012,we re so proud of you 
3013,we re so happy you re here 
3014,we re on the right track 
3015,we re on the wrong road 
3016,we re about to start 
3017,we re sure about that 
3018,we re sure we can do that 
3019,we re sure that was an accident 
3020,we re surprised and shocked 
3021,we re sure of that 
3022,we re sure we can do that 
3023,we re your friends 
3024,we re your friends 
3025,we re still in boston 
3026,we re always on business 
3027,we re always in shape 
3028,we re always war 
3029,we re always expressed in any danger 
3030,we re still here 
3031,we re always here to help you 
3032,we re always busy 
3033,we re always busy 
3034,we re always open 
3035,we re all canadians 
3036,we re all in the same situation 
3037,we re all in the same ship now 
3038,we re all in big danger 
3039,we re all proud of you 
3040,we re all proud of you 
3041,we re all looking forward to know the truth 
3042,we re all worried 
3043,we re both in the same class 
3044,we both are in the same camp 
3045,we re all the same to interception 
3046,we re all set for this 
3047,we re all very proud of you 
3048,we re all a little scared 
3049,we re all in the same situation 
3050,we re both in the same class 
3051,we both are the same side 
3052,we re all set for that 
3053,we re very different and i am 
3054,we re very different from you and me 
3055,we re very proud of our children 
3056,we re very proud of ourselves 
3057,we re very proud of you 
3058,we re very proud of you 
3059,we re very happy for you 
3060,we re very happy for you 
3061,we re very happy for you 
3062,we re very happy for you 
3063,we re very worried about you 
3064,we re very interested 
3065,we re very nervous about it 
3066,we re very grateful for that 
3067,we re too tired to study 
3068,we re a actress 
3069,we re a little worried 
3070,we re a little closer now 
3071,we re a little bit of time 
3072,we re neighbors 
3073,we re really disappointed 
3074,we re expecting you 
3075,we re asking you not to do that 
3076,we all try to win 
3077,we work now on this problem 
3078,we re asking you not to do that 
3079,we re working on it 
3080,i need you here 
3081,we have a head of dizzy 
3082,we arrived 
3083,tom is expected 
3084,we re counting on you 
3085,we re counting on you 
3086,we shouted 
3087,we were moving next month 
3088,both of them are moving to boston 
3089,both of them are told the truth 
3090,we re saving to buy a house 
3091,we try to help you 
3092,we re trying to work 
3093,we re just trying to have a good time 
3094,we try to build something 
3095,i m out of ammunition 
3096,we re what you eat 
3097,we re lucky to be alive 
3098,we re like a family 
3099,you re happy to be happy 
3100,you re glad to see yourself 
3101,you re glad to see yourself 
3102,we re cousins 
3103,we re in the wrong train 
3104,we re in time 
3105,we re in good at the right way 
3106,we re on the way 
3107,we re here to be fun 
3108,we re far from over 
3109,we re almost at home 
3110,we re so happy you re here 
3111,we re about to eat 
3112,we re so busy 
3113,we re always open 
3114,we re all like tom 
3115,both of them are in the same class 
3116,we re very busy 
3117,we re a little late 
3118,we re studying 
3119,we re done what you can 
3120,we re done better 
3121,we have a party on friday night 
3122,we made a big mistake know 
3123,we often do it for his urgency 
3124,we have done it together 
3125,he often takes it for his brother 
3126,they buy them food 
3127,i m expecting 
3128,i m being taken 
3129,i often take my brother 
3130,i often take a stranger 
3131,you don t need to be here 
3132,we re not sure yet 
3133,we re not sure yet 
3134,we re not here to be fun 
3135,you re not that different that you know 
3136,we weren t out of the candle 
3137,we re not together anymore 
3138,we re hardly ever home 
3139,we re not going back 
3140,we re not sleeping 
3141,we re not doing anything at all 
3142,we don t see each other anymore 
3143,you don t take in charge 
3144,we re not going anywhere 
3145,we re not going to give up 
3146,we re not going to wait for tom 
3147,we re not going with you 
3148,we re not going to lose 
3149,we re not going to go to the war 
3150,you won t lie 
3151,we re not going to do anything crazy 
3152,we re not going to eat anything 
3153,we re leaving in five minutes 
3154,we re leaving now 
3155,we plan to go tomorrow 
3156,we plan to go together 
3157,we re coming home 
3158,we re staying the best of the world 
3159,we re going to the movies tonight 
3160,we re going to the market 
3161,we re going to drink a drink 
3162,i m going home 
3163,we ll have to have to be able to leave soon 
3164,we re right in the wall 
3165,we re going to eat a pizza 
3166,we re going to be rich 
3167,we re going to do this 
3168,we re going to do our best 
3169,we ll have a little break 
3170,we ll stay at home today 
3171,we ll stay here all day 
3172,we ll see tom again 
3173,we re going to buy a car 
3174,we re going to have fun 
3175,we ll be deal with you 
3176,we ll fight to the end 
3177,we ll take a walk 
3178,we ll help you 
3179,we ll protect you 
3180,you re going to go out of here 
3181,we re going to go 
3182,we re almost there 
3183,we re working there 
3184,we re going 
3185,nothing is wrong with me 
3186,ask questions to him 
3187,someone s waiting for me 
3188,i m glad you ve enjoyed yourself 
3189,no joke! 
3190,seriously 
3191,be serious 
3192,only things are interesting for us 
3193,you re right 
3194,you re lucky 
3195,you re assisting 
3196,you re lucky 
3197,you re at my place 
3198,you re not normal 
3199,you re serious aren t you? 
3200,you re a terrible driver 
3201,you re vilient 
3202,you re really funny 
3203,you re a really good friend 
3204,you and i are in the same boat 
3205,tom and i are friends 
3206,your job is interested in me 
3207,this is all my fault 
3208,you can do too late 
3209,you re very lucky 
3210,you re right 
3211,you have this in blood 
3212,you have big trouble now 
3213,you re ten minutes late 
3214,you have the truth right 
3215,you re just a little bad man 
3216,you have the air in shape 
3217,you have a load 
3218,you have a lot of nerve 
3219,you have a bad choice 
3220,you re afraid of the truth 
3221,you re almost right but you did everything 
3222,you re probably right again 
3223,you re probably right again 
3224,you re always right 
3225,you ve succeeded 
3226,you re sleepy so you go to bed 
3227,you re always right 
3228,you re always wrong 
3229,you ve done everything right 
3230,you re probably right 
3231,you re three years older than me 
3232,you re three years older than tom 
3233,you re just looking forward to time 
3234,you re looking into trouble 
3235,you re getting bored 
3236,you make a serious mistake 
3237,you drive too fast 
3238,you drive a lot 
3239,you drive very hard 
3240,you re afraid of the truth 
3241,you re deforing the truth 
3242,you re getting louder 
3243,you re always getting more beautiful 
3244,you re breaking the law 
3245,you re out of my nerves 
3246,you re out of options 
3247,you re obviously too drunk to drive 
3248,you re adult now 
3249,you re in love 
3250,you re in love with him 
3251,you re in love 
3252,you re after me 
3253,you re old enough to understand that 
3254,you re old enough now 
3255,you re sitting in my seat 
3256,you re sitting in my place 
3257,you re with tom aren t you? 
3258,you re greedy 
3259,you re better without him 
3260,you re much faster than me 
3261,you re good on yourself 
3262,you re too young to do this 
3263,you re white as a pace 
3264,you re good at that 
3265,you re drunk to me your keys 
3266,you re canadian aren t you? 
3267,you re broke 
3268,you re the one i like 
3269,you re supposed to do that 
3270,you re lucky to have a job 
3271,you re lucky to have such a good job 
3272,you re lucky to be alive 
3273,you re lucky to be alive 
3274,you re lucky to have such a good job 
3275,you re lucky to be alive 
3276,you re lucky to be alive 
3277,you re stuck 
3278,you re the one of your urgency 
3279,you re the way you are 
3280,you re like an old woman 
3281,you re totally crazy 
3282,you re totally crazy 
3283,you re contagious 
3284,you re contagious 
3285,you re happy 
3286,you re curious aren t you? 
3287,you re dangerous 
3288,you re a lot faster than me 
3289,you re by far as fast as me 
3290,you re my age 
3291,you re up late 
3292,you re up early 
3293,you re wanted to the phone 
3294,you re direct 
3295,you re true 
3296,you re good at this 
3297,you re good at this 
3298,you re my best friend too 
3299,you re in danger too 
3300,you re under arrest 
3301,you re late for ten minutes 
3302,you re safe with us 
3303,you re safe here 
3304,you re still young and healthy 
3305,you re still more beautiful than i remember 
3306,you re still too small 
3307,you re still too small 
3308,you re still a beginner 
3309,you re experienced 
3310,you re tired 
3311,you re tired 
3312,you re strong 
3313,you re at my place 
3314,you re generous 
3315,you re generous 
3316,you re taller but he s still taller 
3317,you re very ill 
3318,you re safe here 
3319,you re involved 
3320,you re involved 
3321,you re impulsive 
3322,you re innocent 
3323,you re innocent 
3324,you re smart 
3325,you re interesting 
3326,you re introvented 
3327,you re invited to dinner 
3328,you re irrereable 
3329,you re irresponsible 
3330,you re young and strong 
3331,you re young and strong 
3332,you re just different 
3333,you re just jealous 
3334,you re just jealous 
3335,you re the perfect woman for me 
3336,you re the woman i like 
3337,you re the best singer i know 
3338,you re the person i expected 
3339,you re the most beautiful woman i know 
3340,you re the only woman for me 
3341,you re the only person who can do that 
3342,you re the only one who can help us 
3343,you re welcome here 
3344,you re the best singer i know 
3345,you re the boss here 
3346,you re the worst student in the class 
3347,you re the only one who saw tom 
3348,you re the only one who can help us 
3349,you re the only one i know here 
3350,you re the only one who can help us 
3351,you re free to leave now 
3352,you re my boss 
3353,you re my reason to live 
3354,you re sick 
3355,you re married now 
3356,you re mean 
3357,you re better than they are 
3358,you re better than tom 
3359,you re better than me 
3360,you re my brother and i love you 
3361,you re my hero 
3362,you re my best customer 
3363,you re my boss 
3364,you re my only friend 
3365,you re motivated 
3366,you re nervous 
3367,you re nervous 
3368,you re normal 
3369,you re normal 
3370,you re optimistic 
3371,you re organized 
3372,you re lazy 
3373,you re perfect 
3374,you re perfect for me 
3375,you re perfect 
3376,you re perfect at all 
3377,you re perfect for me 
3378,you re perfectly normal 
3379,you re patient 
3380,you re photogen 
3381,you re stronger than me 
3382,you re stronger than me 
3383,you re taller than me now 
3384,you re smarter than that 
3385,you re younger than me 
3386,you re polite 
3387,you re popular 
3388,you re a teacher 
3389,you re punished for a month 
3390,you re a good person 
3391,you re salty 
3392,you re hopeless 
3393,you re drunk 
3394,you re out of it 
3395,you re so beautiful 
3396,you re so weird 
3397,you re so young 
3398,you re so naive 
3399,you re so naive 
3400,you re so perfect 
3401,you re so broke 
3402,you re so serious 
3403,you re so serious 
3404,you re supposed to do that 
3405,you re on the wrong road 
3406,you re so naive 
3407,you re very quiet this morning 
3408,you re tom aren t you? 
3409,are you still a lawyer? 
3410,you re still in the corner 
3411,you re always tired 
3412,you re always tired 
3413,you re always very beautiful 
3414,you re always too serious 
3415,you re always a very attractive woman 
3416,you re all like me 
3417,you re very careful 
3418,you re very good at that 
3419,you re very good at that 
3420,you re very lucky 
3421,you re very naive 
3422,you re very sophisticated today 
3423,you re very humble 
3424,you re very photogen 
3425,you re very fast 
3426,you re three years older than tom 
3427,you re too good with me 
3428,you re too sharp 
3429,you re too hard on yourself 
3430,you re too emotional 
3431,you re too tall 
3432,you re too humble 
3433,you re too young to drink 
3434,you re too young to drink beer 
3435,you re too young to understand 
3436,you re too young to understand these things 
3437,you re too young to drive a car 
3438,you re too young to do that 
3439,you re too young to die 
3440,you re too young to watch that movie 
3441,you re too young to live alone 
3442,you re too young to travel alone 
3443,you re too young to go alone 
3444,you re too nervous 
3445,you re too small 
3446,you re too old 
3447,you re too old 
3448,you re a an angel 
3449,you re an artist 
3450,you re a very good artist 
3451,you re a good one 
