ID,fra
1881,je suis furieux contre vous deux
1882,je suis gare la bas
1883,je suis gros aussi
1884,je suis gros egalement
1885,je suis habitue a ce temps froid
1886,je suis habitue a cet ordinateur
1887,je suis habitue a faire ca
1888,je suis habitue a faire ca dans le noir
1889,je suis habitue a la douleur maintenant
1890,je suis habitue a vivre tout seul
1891,je suis habitue au temps froid
1892,je suis habituee a ce temps froid
1893,je suis habituee a conduire a gauche
1894,je suis habituee a conduire un camion
1895,je suis habituee a etre ignoree de mes parents
1896,je suis habituee a faire ca
1897,je suis habituee a la douleur maintenant
1898,je suis habituee a manger seule
1899,je suis habituee a travailler tard
1900,je suis habituee au froid
1901,je suis heureuse d etre avec toi
1902,je suis heureuse de ce que j ai vu
1903,je suis heureuse de l entendre
1904,je suis heureuse de l entendre !
1905,je suis heureuse de le faire
1906,je suis heureuse de te revoir
1907,je suis heureuse que les gens l aient vu
1908,je suis heureuse que nous l ayons fait
1909,je suis heureux d aider
1910,je suis heureux d avoir pu vous aider
1911,je suis heureux d entendre ca
1912,je suis heureux d etre avec toi
1913,je suis heureux d etre ici
1914,je suis heureux de ce que j ai vu
1915,je suis heureux de faire ceci pour toi
1916,je suis heureux de faire ceci pour vous
1917,je suis heureux de l entendre
1918,je suis heureux de l entendre !
1919,je suis heureux de le faire
1920,je suis heureux de te revoir
1921,je suis heureux de vous revoir
1922,je suis heureux pour toi
1923,je suis heureux que cela ait marche
1924,je suis heureux que cela soit fini
1925,je suis heureux que les gens l aient vu
1926,je suis heureux que tu aies pu nous rejoindre
1927,je suis heureux que tu sois ma petite amie
1928,je suis honore de faire votre rencontre
1929,je suis horrible
1930,je suis ici aussi
1931,je suis ici avec un ami
1932,je suis ici avec une amie
1933,je suis ici en ami
1934,je suis ici pour aider a changer cela
1935,je suis ici pour parler de tom
1936,je suis ici pour une reunion
1937,je suis ici seulement a cause de toi
1938,je suis ici toute seule
1939,je suis impatient de commencer
1940,je suis impatient de me rendre au travail
1941,je suis impatient de rencontrer tes parents
1942,je suis impatient de reussir
1943,je suis impatient de vous voir en octobre
1944,je suis impatiente de faire cela
1945,je suis impatiente de te voir en octobre
1946,je suis incapable de faire ca
1947,je suis incapable de faire ceci
1948,je suis inquiet pour l avenir
1949,je suis inquiet pour l avenir de ce pays
1950,je suis inquiet pour la sante de ma mere
1951,je suis inquiet pour le bebe
1952,je suis inquiet pour les enfants
1953,je suis inquiet pour mes enfants
1954,je suis inquiete pour le bebe
1955,je suis inquiete pour mes enfants
1956,je suis instruit
1957,je suis interesse par l histoire australienne
1958,je suis interesse par l histoire japonaise
1959,je suis interessee par l histoire australienne
1960,je suis invite a cette fete
1961,je suis invite a diner ce soir
1962,je suis invite a une fete ce soir
1963,je suis jeune et innocent
1964,je suis jeune et innocente
1965,je suis juste
1966,je suis juste derriere elle
1967,je suis juste derriere tom
1968,je suis juste heureuse d etre ici
1969,je suis juste heureux d etre ici
1970,je suis juste heureux d etre ici avec toi
1971,je suis juste un peu fatigue c est tout
1972,je suis juste un peu nerveux
1973,je suis l ami de tom
1974,je suis l entraineur
1975,je suis la dedans
1976,je suis la loi !
1977,je suis la meilleure
1978,je suis la nouvelle enseignante
1979,je suis la petite derniere
1980,je suis la plus jeune des trois s urs
1981,je suis la plus jeune ici
1982,je suis la pour affaires
1983,je suis la pour de vrai
1984,je suis la pour parler avec toi
1985,je suis la pour toi
1986,je suis la pour vous parler
1987,je suis la prochaine
1988,je suis la s ur de tom
1989,je suis la tout le temps
1990,je suis le capitaine de ce bateau
1991,je suis le chef de projet
1992,je suis le coupable
1993,je suis le cuisinier
1994,je suis le dernier a avoir vu tom
1995,je suis le dernier qui a vu tom
1996,je suis le gerant
1997,je suis le meilleur
1998,je suis le nouvel assistant de tom
1999,je suis le nouvel enseignant
2000,je suis le patron maintenant
2001,je suis le patron non ?
2002,je suis le petit ami de mary
2003,je suis le petit dernier
2004,je suis le plus jeune
2005,je suis le plus jeune enfant de la famille
2006,je suis le plus jeune ici
2007,je suis le plus vieux ici
2008,je suis le prochain
2009,je suis le professeur de francais de tom
2010,je suis le seul qui comprenne
2011,je suis libre apres dejeuner
2012,je suis libre tout l apres midi
2013,je suis maintenant ton patron
2014,je suis maintenant votre patron
2015,je suis malchanceux
2016,je suis malheureuse
2017,je suis malheureux
2018,je suis malheureux en amour
2019,je suis marie a un avocat
2020,je suis marie et j ai une fille
2021,je suis marie la s ur de tom
2022,je suis mariee a un avocat
2023,je suis materialiste
2024,je suis mauvais en sport
2025,je suis mauvais pour garder les secrets
2026,je suis medecin maintenant
2027,je suis membre
2028,je suis membre de l equipe de baseball
2029,je suis mieux ici
2030,je suis mince mais pas trop mince
2031,je suis moi meme confronte a ce probleme
2032,je suis mort de peur
2033,je suis morte de peur
2034,je suis nerveuse
2035,je suis nerveux
2036,je suis non fumeur
2037,je suis novice
2038,je suis nul au golf
2039,je suis nul en cuisine
2040,je suis nul en natation
2041,je suis nul en sport
2042,je suis occupe lundi
2043,je suis occupee aujourd hui
2044,je suis officiellement en vacances
2045,je suis ouvert a tout
2046,je suis ouvert d esprit
2047,je suis papa
2048,je suis parfait pour toi
2049,je suis parfait pour vous
2050,je suis parfaite pour toi
2051,je suis parfaite pour vous
2052,je suis parfois negligent
2053,je suis partant si tu l es
2054,je suis partant si vous l etes
2055,je suis pas autorise a te le dire
2056,je suis pas autorise a vous le dire
2057,je suis pas autorisee a te le dire
2058,je suis pas autorisee a vous le dire
2059,je suis pas en service
2060,je suis pas mal bourre
2061,je suis passionnee de golf
2062,je suis paume
2063,je suis pauvre aussi
2064,je suis pauvre egalement
2065,je suis peintre en batiment
2066,je suis perdue
2067,je suis petite
2068,je suis pleine d espoir
2069,je suis pleinement convaincu de ton innocence
2070,je suis plus age que tu ne le penses
2071,je suis plus heureux maintenant
2072,je suis plus lourd que toi
2073,je suis plutot a l aise dans cette piece
2074,je suis plutot fauche en ce moment
2075,je suis plutot ivre
2076,je suis plutot malchanceux
2077,je suis plutot occupe ici
2078,je suis plutot occupee ici
2079,je suis plutot satisfaite
2080,je suis plutot timide
2081,je suis pour
2082,je suis pratiquement pret
2083,je suis pratiquement un adulte maintenant
2084,je suis pres de la station
2085,je suis presque aveugle
2086,je suis presque certain que tom est innocent
2087,je suis presque certaine que tom est innocent
2088,je suis presque sur que tom ment
2089,je suis presque sur que vous vous trompez
2090,je suis presque sure que tom ment
2091,je suis presque toujours chez moi le lundi
2092,je suis presse de rentrer chez moi
2093,je suis pret a aider
2094,je suis pret a commencer
2095,je suis pret a faire ca pour toi
2096,je suis pret a faire des compromis
2097,je suis pret a l accepter
2098,je suis pret a le faire
2099,je suis pret a le tenter
2100,je suis pret a me battre
2101,je suis pret a partir
2102,je suis pret a prendre ce risque
2103,je suis pret a quitter cet endroit
2104,je suis pret a tenter ca
2105,je suis pret a vous aider dans votre travail
2106,je suis prete a faire ca pour vous
2107,je suis prete a l accepter
2108,je suis prete a me battre
2109,je suis prete a quitter cet endroit
2110,je suis prete a t aider
2111,je suis professeur de langue
2112,je suis profondement desole
2113,je suis propre
2114,je suis quelqu un de realiste
2115,je suis quelqu un de tres introverti
2116,je suis quelque peu confus
2117,je suis rapide
2118,je suis rarement invite aux fetes
2119,je suis ravi d entendre cela
2120,je suis ravi de cette opportunite
2121,je suis ravi de t avoir ici tom
2122,je suis ravi de te voir finalement heureux
2123,je suis ravi et honore de me trouver ici
2124,je suis ravi que tom vienne nous aider
2125,je suis ravie d entendre ca
2126,je suis reconnaissant
2127,je suis reconnaissant d avoir mes enfants
2128,je suis reconnaissant pour ma famille
2129,je suis reconnaissant pour mes amis
2130,je suis reconnaissante
2131,je suis reellement desole
2132,je suis responsable de ca
2133,je suis responsable de ceci
2134,je suis responsable de l echec de mon fils
2135,je suis responsable de ma conduite
2136,je suis riche
2137,je suis sale
2138,je suis sans voix !
2139,je suis satisfait de mon travail
2140,je suis satisfait du resultat
2141,je suis sceptique
2142,je suis seulement inquiete pour votre securite
2143,je suis seulement moi
2144,je suis si content que tu sois de retour
2145,je suis si content que tu sois venu
2146,je suis si contente que tu sois de retour
2147,je suis si fatigue
2148,je suis si fatigue de garder des secrets
2149,je suis si fatiguee
2150,je suis si fier de mon equipe
2151,je suis si fiere de mon equipe
2152,je suis si heureuse de vous rencontrer
2153,je suis si heureuse que noel soit la
2154,je suis si heureux
2155,je suis si heureux de te rencontrer
2156,je suis si heureux de te revoir
2157,je suis si heureux que noel soit la
2158,je suis si heureux que tu sois ici
2159,je suis si heureux que vous soyez la !
2160,je suis si seul
2161,je suis si seule
2162,je suis soldat
2163,je suis sourd
2164,je suis sourde
2165,je suis sous le choc actuellement
2166,je suis stressee
2167,je suis stupefait de votre audace
2168,je suis suppose y aller
2169,je suis sur d avoir raison
2170,je suis sur d avoir vu quelque chose bouger
2171,je suis sur de ca
2172,je suis sur de le connaitre
2173,je suis sur de pouvoir le faire
2174,je suis sur de reussir l examen
2175,je suis sur de vous en avoir parle
2176,je suis sur la liste d attente
2177,je suis sur la route
2178,je suis sur le chemin
2179,je suis sur le chemin du magasin
2180,je suis sur le point de dejeuner
2181,je suis sur le point de perdre la tete
2182,je suis sur qu il reussira l examen
2183,je suis sur qu ils ont tort
2184,je suis sur qu ils parlent de nous
2185,je suis sur qu ils sont en chemin
2186,je suis sur que c est mal
2187,je suis sur que c est vrai
2188,je suis sur que c etait un accident
2189,je suis sur que ce n est pas vrai
2190,je suis sur que ce sera amusant
2191,je suis sur que ceci peut attendre
2192,je suis sur que j ai tort
2193,je suis sur que je peux le faire
2194,je suis sur que je vais regretter ca
2195,je suis sur que notre equipe va gagner
2196,je suis sur que nous allons gagner
2197,je suis sur que tom est honnete
2198,je suis sur que tom etait ici hier
2199,je suis sur que tom ne va pas gagner
2200,je suis sur que tom partira tot
2201,je suis sur que tom peut gagner
2202,je suis sur que tom pourrait nous aider
2203,je suis sur que tom sera en colere
2204,je suis sur que tom viendra demain
2205,je suis sur que tout va bien
2206,je suis sur que tout va marcher pour toi
2207,je suis sur que tout va s arranger
2208,je suis sur que tu comprends
2209,je suis sur que tu es occupe
2210,je suis sur que tu te trompes
2211,je suis sur que tu vas aimer ca
2212,je suis sur que vous allez aimer ceci
2213,je suis sur que vous etes occupe
2214,je suis sur que vous etes occupee
2215,je suis sur que vous etes occupees
2216,je suis sur que vous serez tres heureux
2217,je suis sure d avoir vu quelque chose bouger
2218,je suis sure de pouvoir le faire
2219,je suis sure qu elles vont gagner
2220,je suis sure qu ils sont en chemin
2221,je suis sure qu ils vont gagner
2222,je suis sure que ca peut attendre
2223,je suis sure que ce n est pas vrai
2224,je suis sure que j ai tort
2225,je suis sure que je peux le faire
2226,je suis sure que tom peut gagner
2227,je suis sure que tom va bien
2228,je suis sure que tom viendra demain
2229,je suis sure que tout va bien
2230,je suis sure que tu ne veux pas partir
2231,je suis sure que tu vas aimer ca
2232,je suis sure que vous allez aimer ceci
2233,je suis sure que vous avez raison
2234,je suis sure que vous etes occupee
2235,je suis sure que vous etes occupes
2236,je suis sure que vous serez tres heureux
2237,je suis sure que vous vous trompez
2238,je suis surpris de te revoir
2239,je suis surpris de vous revoir
2240,je suis surpris que tom ait gagne
2241,je suis surpris que vous ayez manque cela
2242,je suis surprise de te revoir
2243,je suis surprise de vous revoir
2244,je suis surprise que tom ait gagne
2245,je suis surprise que tu aies rate ca
2246,je suis tellement content d avoir fait ca
2247,je suis tellement content qu on ait fait ca
2248,je suis tellement content que tu aies reussi
2249,je suis tellement content que tu sois la !
2250,je suis tellement content que vous ayez reussi
2251,je suis tellement contente d avoir fait ca
2252,je suis tellement contente de te voir
2253,je suis tellement contente qu on ait fait ca
2254,je suis tellement creve
2255,je suis tellement fatigue
2256,je suis tellement fatiguee
2257,je suis tellement gros
2258,je suis tellement grosse
2259,je suis tellement heureux d entendre cela
2260,je suis tellement idiot
2261,je suis terriblement timide
2262,je suis terrifie d etre seul dans le noir
2263,je suis terrifiee d etre seule dans le noir
2264,je suis tom
2265,je suis tombee amoureuse de toi
2266,je suis totalement contre le plan
2267,je suis totalement oppose au plan
2268,je suis toujours a la maison
2269,je suis toujours amoureuse de mary
2270,je suis toujours amoureux de mary
2271,je suis toujours debout
2272,je suis toujours debout tot
2273,je suis toujours en forme
2274,je suis toujours fatigue
2275,je suis toujours fou de toi
2276,je suis toujours membre
2277,je suis toujours occupe avec mes devoirs
2278,je suis toujours pret a aider
2279,je suis toujours prete a aider
2280,je suis toujours ravi de vous voir
2281,je suis toujours un etranger ici
2282,je suis tout aussi curieux que toi
2283,je suis tout aussi frustre que quiconque
2284,je suis tout le temps nerveux
2285,je suis tout sauf intelligent
2286,je suis tres ambitieux
2287,je suis tres bien paye pour faire ca
2288,je suis tres chanceuse
2289,je suis tres content de te voir
2290,je suis tres content que vous soyez la
2291,je suis tres content que vous soyez tous ici
2292,je suis tres detendue
2293,je suis tres doue avec les animaux
2294,je suis tres etonne
2295,je suis tres etonne de voir ca
2296,je suis tres excite et content
2297,je suis tres fatigue aujourd hui
2298,je suis tres fatiguee aujourd hui
2299,je suis tres fier de ca
2300,je suis tres fier de notre equipe
2301,je suis tres fier de toi
2302,je suis tres fier de vous
2303,je suis tres fier de vous tous
2304,je suis tres fier de vous toutes
2305,je suis tres fiere de mes parents
2306,je suis tres fiere de toi
2307,je suis tres fiere de vous
2308,je suis tres fiere de vous tous
2309,je suis tres fiere de vous toutes
2310,je suis tres heureuse d etre a boston
2311,je suis tres heureuse de te revoir
2312,je suis tres heureuse de vous connaitre
2313,je suis tres heureuse de vous revoir
2314,je suis tres heureuse maintenant
2315,je suis tres heureuse pour toi
2316,je suis tres heureuse pour vous
2317,je suis tres heureuse pour vous deux
2318,je suis tres heureux d avoir sa compagnie
2319,je suis tres heureux d entendre la nouvelle
2320,je suis tres heureux d etre a boston
2321,je suis tres heureux d etre de retour
2322,je suis tres heureux de te revoir
2323,je suis tres heureux de vous connaitre
2324,je suis tres heureux de vous revoir
2325,je suis tres heureux pour toi
2326,je suis tres heureux pour vous
2327,je suis tres heureux pour vous deux
2328,je suis tres humble
2329,je suis tres impressionne par ton travail
2330,je suis tres inquiet
2331,je suis tres inquiet pour ta sante
2332,je suis tres mal a l aise
2333,je suis tres mecontent de cela
2334,je suis tres motive
2335,je suis tres nerveux
2336,je suis tres occupe ces temps ci !
2337,je suis tres occupe la
2338,je suis tres ouvert d esprit
2339,je suis tres paresseux
2340,je suis tres patient
2341,je suis tres preoccupee par votre sante
2342,je suis tres rapide
2343,je suis tres surprise de voir ca
2344,je suis tres vieille
2345,je suis triste de partir
2346,je suis trop epuise pour faire ca maintenant
2347,je suis trop epuisee pour faire ca maintenant
2348,je suis trop fatigue pour aider
2349,je suis trop fatigue pour faire ca
2350,je suis trop fatigue pour le faire maintenant
2351,je suis trop fatigue pour nager
2352,je suis trop fatigue pour travailler
2353,je suis trop fatiguee pour aider
2354,je suis trop fatiguee pour etudier
2355,je suis trop fatiguee pour faire ca
2356,je suis trop fatiguee pour m en occuper maintenant
2357,je suis trop fatiguee pour nager
2358,je suis trop fatiguee pour travailler
2359,je suis trop jeune pour faire ca
2360,je suis trop jeune pour mourir
2361,je suis trop malade pour faire ca
2362,je suis trop malade pour travailler
2363,je suis trop occupe pour aider tom
2364,je suis trop occupee pour aider tom
2365,je suis un ami
2366,je suis un ami de ton frere
2367,je suis un ami de votre frere
2368,je suis un bon enseignant
2369,je suis un bon professeur
2370,je suis un chauffeur de camion
2371,je suis un de tes employes
2372,je suis un de vos employes
2373,je suis un drogue
2374,je suis un enfant
2375,je suis un etudiant de premiere annee
2376,je suis un garcon de la campagne
2377,je suis un genie
2378,je suis un grand garcon maintenant
2379,je suis un gros fumeur
2380,je suis un homme chanceux
2381,je suis un homme intelligent
2382,je suis un homme patient
2383,je suis un homme riche
2384,je suis un homme tres tres heureux
2385,je suis un leve tard
2386,je suis un mauvais perdant
2387,je suis un mec intelligent
2388,je suis un parent celibataire
2389,je suis un peu a court d argent la
2390,je suis un peu au milieu de quelque chose
2391,je suis un peu confus
2392,je suis un peu confuse
2393,je suis un peu curieuse
2394,je suis un peu curieux
2395,je suis un peu en avance
2396,je suis un peu en colere
2397,je suis un peu en retard
2398,je suis un peu fatigue aujourd hui
2399,je suis un peu fatiguee aujourd hui
2400,je suis un peu fou
2401,je suis un peu grassouillette
2402,je suis un peu inquiet
2403,je suis un peu jaloux
2404,je suis un peu mal a l aise
2405,je suis un peu occupe la
2406,je suis un peu occupe tom
2407,je suis un peu occupee
2408,je suis un peu perdu
2409,je suis un peu plus grand que mon pere
2410,je suis un peu plus grand que vous
2411,je suis un peu presse la
2412,je suis un peu surpris
2413,je suis un peu timide
2414,je suis un photographe amateur
2415,je suis un professeur au chomage
2416,je suis un romantique
2417,je suis un touriste
2418,je suis un toxico
2419,je suis un tres mauvais danseur
2420,je suis un type humble
2421,je suis une amie
2422,je suis une de tes employees
2423,je suis une de vos employees
2424,je suis une femme pas une petite fille
2425,je suis une fille
2426,je suis une grande fan de football
2427,je suis une journaliste independante
2428,je suis une mere celibataire
2429,je suis une personne paresseuse
2430,je suis une personne romantique
2431,je suis une personne serieuse
2432,je suis une personne tres intelligente
2433,je suis une personne tres malade
2434,je suis une personne tres occupee
2435,je suis une personne tres prudente
2436,je suis une personne tres timide
2437,je suis vieux mais pas si vieux
2438,je suis vivant
2439,je suis vivante
2440,je suis votre nouveau voisin
2441,je suis vraiment amoureuse de toi
2442,je suis vraiment amoureux de toi
2443,je suis vraiment chanceuse
2444,je suis vraiment content que tu sois venue
2445,je suis vraiment contente d etre venue
2446,je suis vraiment contrarie
2447,je suis vraiment desole d avoir menti
2448,je suis vraiment desole d etre en retard
2449,je suis vraiment desole pour la nuit derniere
2450,je suis vraiment desole pour tom
2451,je suis vraiment desolee d avoir menti
2452,je suis vraiment en colere a ce sujet
2453,je suis vraiment fatigue ce soir
2454,je suis vraiment fatiguee ce soir
2455,je suis vraiment fier de ces mecs
2456,je suis vraiment fier de mes eleves
2457,je suis vraiment fiere de cela
2458,je suis vraiment heureuse pour toi
2459,je suis vraiment heureuse pour vous
2460,je suis vraiment heureuse que nous ayons gagne
2461,je suis vraiment heureux pour toi
2462,je suis vraiment heureux pour vous
2463,je suis vraiment heureux que nous ayons gagne
2464,je suis vraiment impressionne
2465,je suis vraiment inquiet pour ton avenir
2466,je suis vraiment malade
2467,je suis vraiment triste
2468,je suis vraiment un idiot
2469,je suppose que c est la tienne
2470,je suppose que c est le votre
2471,je t ai
2472,je t aime tom
2473,je t appelle
2474,je t ignore
2475,je te demande de donner une chance a tom
2476,je te demande de rester
2477,je te demande ton avis
2478,je te dis de partir
2479,je te dis la verite
2480,je te dis seulement la verite
2481,je te donne une derniere chance
2482,je te fais une faveur
2483,je te laisse le choix
2484,je te parle en tant qu ami
2485,je te soutiens
2486,je te suis a jamais redevable
2487,je te taquine
2488,je traine avec mes copains
2489,je travaille avec toi
2490,je travaille encore
2491,je travaille sur mon nouveau livre
2492,je travaille sur un autre projet en ce moment
2493,je travaille sur un gros projet
2494,je travaille sur un nouveau livre
2495,je travaille sur une nouvelle chanson
2496,je travaille toujours sur ca
2497,je travaille trop
2498,je tremble
2499,je tue simplement le temps
2500,je vais a boston
2501,je vais a boston pour les vacances
2502,je vais a hawai la semaine prochaine vraiment ?
2503,je vais a l aeroport
2504,je vais a l ecole
2505,je vais a l eglise
2506,je vais a l universite
2507,je vais a la bibliotheque pour etudier
2508,je vais a la fete samedi soir
2509,je vais a un concert ce soir
2510,je vais acheter quelque chose a tom
2511,je vais aller acheter des materiaux aujourd hui
2512,je vais aller au cinema
2513,je vais aller en amerique l annee prochaine
2514,je vais aller en australie l annee prochaine
2515,je vais aller l annoncer a tout le monde
2516,je vais aller le dire a tout le monde
2517,je vais aller m asseoir
2518,je vais aller m asseoir dans ma voiture
2519,je vais aller me changer
2520,je vais aller me coucher
2521,je vais aller me coucher tot ce soir
2522,je vais aller me laver les cheveux
2523,je vais appeler de l aide
2524,je vais appeler mon pere
2525,je vais apprecier ceci
2526,je vais apprendre le francais
2527,je vais arreter de faire ca
2528,je vais arriver en retard
2529,je vais attendre
2530,je vais attendre dehors
2531,je vais au jardin
2532,je vais au lit bonne nuit
2533,je vais au parc cet apres midi
2534,je vais au parc maintenant
2535,je vais avec elle
2536,je vais avec tom
2537,je vais avoir besoin d aide
2538,je vais avoir besoin d un avocat
2539,je vais avoir besoin d un peu d argent
2540,je vais avoir besoin de toi
2541,je vais avoir besoin de vous
2542,je vais avoir des problemes
2543,je vais avoir trente ans cet octobre
2544,je vais beaucoup mieux maintenant
2545,je vais bien et vous ?
2546,je vais changer de vetements
2547,je vais changer tout ca
2548,je vais chercher du cafe
2549,je vais chercher du lait
2550,je vais chez le dentiste
2551,je vais chez ma s ur
2552,je vais chez mon oncle cette semaine
2553,je vais commencer avec celle ci
2554,je vais commencer avec celui ci
2555,je vais commencer par de la biere
2556,je vais continuer a essayer
2557,je vais continuer en avant
2558,je vais corriger ceci
2559,je vais dans l autre sens
2560,je vais de mieux en mieux chaque jour
2561,je vais dejeuner
2562,je vais demander a mary de m epouser
2563,je vais demander un deuxieme avis
2564,je vais demander un second avis
2565,je vais devoir changer mes plans
2566,je vais devoir te rappeler
2567,je vais devoir vous rappeler
2568,je vais diner dehors ce soir
2569,je vais dormir ici
2570,je vais en australie pour noel
2571,je vais essayer
2572,je vais etre a boston le week end prochain
2573,je vais etre a la maison pour noel
2574,je vais etre absent un long moment
2575,je vais etre en retard a mon rendez vous
2576,je vais etre en retard au travail
2577,je vais etre en retard en classe
2578,je vais etre fatigue
2579,je vais etre franc avec vous
2580,je vais etre pere
2581,je vais etre tres honnete avec toi
2582,je vais etre tres honnete avec vous
2583,je vais etudier l anglais cet apres midi
2584,je vais etudier le francais cet apres midi
2585,je vais faire ca bientot
2586,je vais faire ca l automne prochain
2587,je vais faire ca le week end prochain
2588,je vais faire ca lundi
2589,je vais faire ca lundi prochain
2590,je vais faire ca pour toi
2591,je vais faire ca pour vous
2592,je vais faire ca toute l apres midi
2593,je vais faire des courses apres le dejeuner
2594,je vais faire du pain
2595,je vais faire du tennis lundi prochain
2596,je vais faire la vaisselle
2597,je vais gagner
2598,je vais garder mon emploi
2599,je vais garer la voiture
2600,je vais gravir cette montagne
2601,je vais jeter un il
2602,je vais jouer au foot apres l ecole
2603,je vais jouer au foot demain
2604,je vais jouer au tennis demain
2605,je vais l acheter
2606,je vais la voir demain
2607,je vais le faire bientot
2608,je vais le faire des demain
2609,je vais le faire moi meme
2610,je vais le prouver
2611,je vais le refaire
2612,je vais le reparer moi meme
2613,je vais le voir aujourd hui
2614,je vais le voir demain
2615,je vais lire quelques livres
2616,je vais m occuper de ce client
2617,je vais manger au restaurant ce soir
2618,je vais me coucher maintenant
2619,je vais me coucher tot ce soir
2620,je vais me faire virer
2621,je vais me laver le visage
2622,je vais me mettre au tricot
2623,je vais me pieuter tot ce soir
2624,je vais mettre ca dans la voiture
2625,je vais mettre de la musique
2626,je vais mourir
2627,je vais ouvrir le vin
2628,je vais parfaitement bien
2629,je vais partir
2630,je vais partir bientot
2631,je vais partir tot aujourd hui
2632,je vais pas manger autant
2633,je vais passer chez ma s ur
2634,je vais perdre mon travail
2635,je vais prendre celui ci
2636,je vais prendre des conges
2637,je vais prendre un parapluie avec moi
2638,je vais probablement etre un peu en retard
2639,je vais quitter le pays
2640,je vais quitter le travail tot aujourd hui
2641,je vais regarder de plus pres
2642,je vais regarder un documentaire
2643,je vais rejoindre l armee
2644,je vais rencontrer un certain etudiant
2645,je vais rencontrer une certaine eleve
2646,je vais rendre visite a tom a l hopital
2647,je vais rentrer a la maison pour noel
2648,je vais rentrer chez moi
2649,je vais rester
2650,je vais rester a la maison cette nuit
2651,je vais rester a la maison toute la journee
2652,je vais rester au lit toute la journee
2653,je vais rester chez ma tante
2654,je vais rester ici
2655,je vais rester ici et regarder la tele
2656,je vais rester ici quelques minutes
2657,je vais revenir demain
2658,je vais t attendre
2659,je vais te demander de partir maintenant
2660,je vais te demander quelque chose
2661,je vais te dire ce que je pense
2662,je vais te donner un coup
2663,je vais te donner une derniere chance
2664,je vais te faire une faveur
2665,je vais te montrer quelque chose
2666,je vais te poser une seule question
2667,je vais te quitter
2668,je vais te sortir de la
2669,je vais tout faire
2670,je vais travailler dur
2671,je vais travailler la dessus
2672,je vais travailler maintenant
2673,je vais tres bien
2674,je vais trop vite
2675,je vais trouver quelque chose
2676,je vais vendre ma voiture
2677,je vais vivre seul
2678,je vais vivre seule
2679,je vais voir ce que je peux faire
2680,je vais vous demander de partir maintenant
2681,je vais vous demander quelque chose
2682,je vais vous dire ce que je pense
2683,je vais vous faire une faveur
2684,je vais vous manquer
2685,je vais vous poser quelques questions
2686,je vais vous sortir de la
2687,je vais y reflechir
2688,je vais y travailler
2689,je vends ma voiture
2690,je vends ma voiture a perte
2691,je viens avec toi
2692,je viens ce soir
2693,je viens d une grande famille
2694,je viens de boston
2695,je viens t aider
2696,je viens vers toi
2697,je viens vous aider
2698,je vis actuellement a boston
2699,je vis avec mes parents
2700,je vis en australie
2701,je vis seul
2702,je vis toujours au meme endroit
2703,je vis toujours en australie
2704,je vous demande de rester
2705,je vous demande votre avis
2706,je vous dis la verite
2707,je vous dit juste la verite
2708,je vous fais une faveur
2709,je vous ignore
2710,je vous offre une derniere chance
2711,je vous parle en tant qu amie
2712,je vous suis tres reconnaissant
2713,je vous suis tres reconnaissant de votre aide
2714,je vous suis vraiment reconnaissant
2715,l australie va vraiment me manquer
2716,l ennemi ce n est pas moi
2717,la litterature americaine m interesse
2718,la loi c est moi !
2719,la mauvaise personne c est moi
2720,la musique l interesse
2721,la politique ne m interesse pas du tout
2722,le travail ne me fait pas peur
2723,ma vie m ennuie
2724,maintenant je ne suis pas triste
2725,maintenant je suis assez mal a l aise
2726,maintenant je suis enfin libre
2727,maintenant je vais au parc
2728,me voila fin pret
2729,moi aussi j ai peur
2730,moi je ne suis pas comme toi !
2731,moi je ne suis pas comme vous !
2732,mon poids me soucie
2733,notre nourriture s epuise
2734,notre temps s epuise
2735,nous allons a la campagne
2736,nous allons aller a boston
2737,nous allons avoir besoin d eau
2738,nous allons beaucoup mieux
2739,nous allons corriger ca
2740,nous allons dejeuner
2741,nous allons devoir changer nos plans
2742,nous allons devoir vendre notre maison
2743,nous allons en avoir besoin
2744,nous allons en ville
2745,nous allons ensemble a la maison
2746,nous allons etre en retard
2747,nous allons etre en retard a l ecole
2748,nous allons faire cela demain
2749,nous allons faire les choses a notre maniere
2750,nous allons mourir
2751,nous allons nous marier cet ete
2752,nous allons nous marier dans trois mois
2753,nous allons nous marier en octobre
2754,nous allons nous occuper de vous
2755,nous allons prendre notre temps
2756,nous allons revoir tom
2757,nous allons tenter notre chance
2758,nous allons tous mourir
2759,nous allons tres bientot partir d ici
2760,nous allons vers l ouest
2761,nous allons vous aider
2762,nous allons vous proteger
2763,nous apprenons a ecrire
2764,nous apprenons a nous connaitre
2765,nous apprenons le francais
2766,nous arrivons juste a temps pour le dernier train
2767,nous attendons
2768,nous attendons de la visite ce soir
2769,nous attendons encore tom
2770,nous attendons que le magasin ouvre
2771,nous attendons tom
2772,nous avons beaucoup de chance
2773,nous avons l habitude d attendre
2774,nous avons peur de tom
2775,nous avons presque termine
2776,nous avons tous un peu peur
2777,nous avons un budget serre
2778,nous avons un peu de retard
2779,nous cherchons un ami
2780,nous cherchons un volontaire
2781,nous cherchons une volontaire
2782,nous commencons a etre a court d idees
2783,nous comptons sur votre aide
2784,nous devenons vieux
2785,nous en sommes tous conscients maintenant
2786,nous en sommes tres heureuses
2787,nous en sommes tres heureux
2788,nous enquetons sur un meurtre
2789,nous enquetons toujours sur la cause
2790,nous essayons d aider
